zip,state_name,state_code
19973,Delaware,DE
19979,Delaware,DE
19980,Delaware,DE
20001,District of Columbia,DC
20002,District of Columbia,DC
20003,District of Columbia,DC
20005,District of Columbia,DC
20006,District of Columbia,DC
20007,District of Columbia,DC
20008,District of Columbia,DC
20009,District of Columbia,DC
20010,District of Columbia,DC
20011,District of Columbia,DC
20012,District of Columbia,DC
20015,District of Columbia,DC
20016,District of Columbia,DC
20017,District of Columbia,DC
20018,District of Columbia,DC
20019,District of Columbia,DC
20020,District of Columbia,DC
20024,District of Columbia,DC
20032,District of Columbia,DC
20036,District of Columbia,DC
20037,District of Columbia,DC
20120,Virginia,VA
20121,Virginia,VA
20124,Virginia,VA
20147,Virginia,VA
20148,Virginia,VA
20151,Virginia,VA
20152,Virginia,VA
20164,Virginia,VA
20166,Virginia,VA
20170,Virginia,VA
20171,Virginia,VA
20190,Virginia,VA
20191,Virginia,VA
20194,Virginia,VA
20701,Maryland,MD
20705,Maryland,MD
20706,Maryland,MD
20707,Maryland,MD
20708,Maryland,MD
20712,Maryland,MD
20715,Maryland,MD
20720,Maryland,MD
20721,Maryland,MD
20722,Maryland,MD
20723,Maryland,MD
20724,Maryland,MD
20740,Maryland,MD
20743,Maryland,MD
20745,Maryland,MD
20746,Maryland,MD
20748,Maryland,MD
20755,Maryland,MD
20759,Maryland,MD
20763,Maryland,MD
20769,Maryland,MD
20770,Maryland,MD
20772,Maryland,MD
20774,Maryland,MD
20777,Maryland,MD
20781,Maryland,MD
20782,Maryland,MD
20783,Maryland,MD
20794,Maryland,MD
20814,Maryland,MD
20815,Maryland,MD
20816,Maryland,MD
20817,Maryland,MD
20841,Maryland,MD
20850,Maryland,MD
20851,Maryland,MD
20852,Maryland,MD
20853,Maryland,MD
20854,Maryland,MD
20855,Maryland,MD
20866,Maryland,MD
20868,Maryland,MD
20874,Maryland,MD
20876,Maryland,MD
20877,Maryland,MD
20878,Maryland,MD
20879,Maryland,MD
20880,Maryland,MD
20882,Maryland,MD
20886,Maryland,MD
20895,Maryland,MD
20896,Maryland,MD
20899,Maryland,MD
20901,Maryland,MD
20902,Maryland,MD
20903,Maryland,MD
20904,Maryland,MD
20905,Maryland,MD
20906,Maryland,MD
20910,Maryland,MD
20912,Maryland,MD
21012,Maryland,MD
21032,Maryland,MD
21042,Maryland,MD
21043,Maryland,MD
21044,Maryland,MD
21045,Maryland,MD
21046,Maryland,MD
21052,Maryland,MD
21054,Maryland,MD
21056,Maryland,MD
21057,Maryland,MD
21060,Maryland,MD
21061,Maryland,MD
21075,Maryland,MD
21076,Maryland,MD
21077,Maryland,MD
21087,Maryland,MD
21090,Maryland,MD
21093,Maryland,MD
21104,Maryland,MD
21108,Maryland,MD
21113,Maryland,MD
21117,Maryland,MD
21122,Maryland,MD
21128,Maryland,MD
21133,Maryland,MD
21136,Maryland,MD
21144,Maryland,MD
21146,Maryland,MD
21156,Maryland,MD
21162,Maryland,MD
21163,Maryland,MD
21201,Maryland,MD
21202,Maryland,MD
21204,Maryland,MD
21205,Maryland,MD
21206,Maryland,MD
21207,Maryland,MD
21208,Maryland,MD
21209,Maryland,MD
21210,Maryland,MD
21211,Maryland,MD
21212,Maryland,MD
21213,Maryland,MD
21214,Maryland,MD
21215,Maryland,MD
21216,Maryland,MD
21217,Maryland,MD
21218,Maryland,MD
21219,Maryland,MD
21220,Maryland,MD
21221,Maryland,MD
21222,Maryland,MD
21223,Maryland,MD
21224,Maryland,MD
21225,Maryland,MD
21226,Maryland,MD
21227,Maryland,MD
21228,Maryland,MD
21229,Maryland,MD
21230,Maryland,MD
21231,Maryland,MD
21234,Maryland,MD
21236,Maryland,MD
21237,Maryland,MD
21239,Maryland,MD
21244,Maryland,MD
21286,Maryland,MD
21502,Maryland,MD
21529,Maryland,MD
21545,Maryland,MD
21713,Maryland,MD
21722,Maryland,MD
21733,Maryland,MD
21734,Maryland,MD
21740,Maryland,MD
21742,Maryland,MD
21767,Maryland,MD
21795,Maryland,MD
21801,Maryland,MD
21804,Maryland,MD
21810,Maryland,MD
21822,Maryland,MD
21826,Maryland,MD
21830,Maryland,MD
21837,Maryland,MD
21849,Maryland,MD
21856,Maryland,MD
21875,Maryland,MD
22003,Virginia,VA
22015,Virginia,VA
22027,Virginia,VA
22030,Virginia,VA
22031,Virginia,VA
22032,Virginia,VA
22033,Virginia,VA
22039,Virginia,VA
22042,Virginia,VA
22043,Virginia,VA
22046,Virginia,VA
22066,Virginia,VA
22101,Virginia,VA
22102,Virginia,VA
22124,Virginia,VA
22150,Virginia,VA
22151,Virginia,VA
22152,Virginia,VA
22153,Virginia,VA
22180,Virginia,VA
22181,Virginia,VA
22182,Virginia,VA
22201,Virginia,VA
22202,Virginia,VA
22209,Virginia,VA
22314,Virginia,VA
22601,Virginia,VA
22602,Virginia,VA
22603,Virginia,VA
22620,Virginia,VA
22624,Virginia,VA
22630,Virginia,VA
22655,Virginia,VA
22656,Virginia,VA
22663,Virginia,VA
22801,Virginia,VA
22802,Virginia,VA
22812,Virginia,VA
22821,Virginia,VA
22827,Virginia,VA
22831,Virginia,VA
22832,Virginia,VA
22841,Virginia,VA
22846,Virginia,VA
22901,Virginia,VA
22902,Virginia,VA
22903,Virginia,VA
22911,Virginia,VA
22936,Virginia,VA
22939,Virginia,VA
22940,Virginia,VA
22947,Virginia,VA
22952,Virginia,VA
22980,Virginia,VA
23005,Virginia,VA
23030,Virginia,VA
23059,Virginia,VA
23060,Virginia,VA
23069,Virginia,VA
23075,Virginia,VA
23103,Virginia,VA
23111,Virginia,VA
23112,Virginia,VA
23113,Virginia,VA
23114,Virginia,VA
23116,Virginia,VA
23120,Virginia,VA
23146,Virginia,VA
23150,Virginia,VA
23219,Virginia,VA
23220,Virginia,VA
23221,Virginia,VA
23222,Virginia,VA
23223,Virginia,VA
23224,Virginia,VA
23225,Virginia,VA
23226,Virginia,VA
23227,Virginia,VA
23228,Virginia,VA
23229,Virginia,VA
23230,Virginia,VA
23231,Virginia,VA
23233,Virginia,VA
23234,Virginia,VA
23235,Virginia,VA
23236,Virginia,VA
23237,Virginia,VA
23238,Virginia,VA
23294,Virginia,VA
23314,Virginia,VA
23320,Virginia,VA
23321,Virginia,VA
23322,Virginia,VA
23323,Virginia,VA
23324,Virginia,VA
23325,Virginia,VA
23432,Virginia,VA
23433,Virginia,VA
23434,Virginia,VA
23435,Virginia,VA
23436,Virginia,VA
23451,Virginia,VA
23452,Virginia,VA
23453,Virginia,VA
23454,Virginia,VA
23455,Virginia,VA
23456,Virginia,VA
23457,Virginia,VA
23462,Virginia,VA
23464,Virginia,VA
23502,Virginia,VA
23503,Virginia,VA
23504,Virginia,VA
23505,Virginia,VA
23507,Virginia,VA
23508,Virginia,VA
23509,Virginia,VA
23510,Virginia,VA
23511,Virginia,VA
23513,Virginia,VA
23517,Virginia,VA
23518,Virginia,VA
23523,Virginia,VA
23601,Virginia,VA
23602,Virginia,VA
23603,Virginia,VA
23604,Virginia,VA
23605,Virginia,VA
23606,Virginia,VA
23607,Virginia,VA
23608,Virginia,VA
23651,Virginia,VA
23661,Virginia,VA
23662,Virginia,VA
23663,Virginia,VA
23664,Virginia,VA
23665,Virginia,VA
23666,Virginia,VA
23669,Virginia,VA
23692,Virginia,VA
23693,Virginia,VA
23696,Virginia,VA
23701,Virginia,VA
23702,Virginia,VA
23703,Virginia,VA
23704,Virginia,VA
23707,Virginia,VA
23801,Virginia,VA
23803,Virginia,VA
23805,Virginia,VA
23831,Virginia,VA
23832,Virginia,VA
23834,Virginia,VA
23836,Virginia,VA
23838,Virginia,VA
23842,Virginia,VA
23860,Virginia,VA
23875,Virginia,VA
23885,Virginia,VA
24011,Virginia,VA
24012,Virginia,VA
24013,Virginia,VA
24014,Virginia,VA
24015,Virginia,VA
24016,Virginia,VA
24017,Virginia,VA
24018,Virginia,VA
24019,Virginia,VA
24060,Virginia,VA
24073,Virginia,VA
24077,Virginia,VA
24101,Virginia,VA
24149,Virginia,VA
24153,Virginia,VA
24175,Virginia,VA
24179,Virginia,VA
24251,Virginia,VA
24258,Virginia,VA
24290,Virginia,VA
24366,Virginia,VA
24401,Virginia,VA
24431,Virginia,VA
24437,Virginia,VA
24440,Virginia,VA
24441,Virginia,VA
24467,Virginia,VA
24471,Virginia,VA
24477,Virginia,VA
24482,Virginia,VA
24486,Virginia,VA
24501,Virginia,VA
24502,Virginia,VA
24503,Virginia,VA
24504,Virginia,VA
24527,Virginia,VA
24538,Virginia,VA
24540,Virginia,VA
24541,Virginia,VA
24550,Virginia,VA
24551,Virginia,VA
24572,Virginia,VA
24586,Virginia,VA
24588,Virginia,VA
24605,Virginia,VA
24613,Virginia,VA
24635,Virginia,VA
24701,West Virginia,WV
24715,West Virginia,WV
24739,West Virginia,WV
24740,West Virginia,WV
25064,West Virginia,WV
25143,West Virginia,WV
25159,West Virginia,WV
25177,West Virginia,WV
25202,West Virginia,WV
25213,West Virginia,WV
25301,West Virginia,WV
25302,West Virginia,WV
25303,West Virginia,WV
25304,West Virginia,WV
25306,West Virginia,WV
25309,West Virginia,WV
25311,West Virginia,WV
25312,West Virginia,WV
25313,West Virginia,WV
25314,West Virginia,WV
25320,West Virginia,WV
25387,West Virginia,WV
25401,West Virginia,WV
25403,West Virginia,WV
25404,West Virginia,WV
25405,West Virginia,WV
25413,West Virginia,WV
25420,West Virginia,WV
25428,West Virginia,WV
25430,West Virginia,WV
25504,West Virginia,WV
25507,West Virginia,WV
25530,West Virginia,WV
25535,West Virginia,WV
25537,West Virginia,WV
25701,West Virginia,WV
25702,West Virginia,WV
25703,West Virginia,WV
25704,West Virginia,WV
25705,West Virginia,WV
25801,West Virginia,WV
25813,West Virginia,WV
25825,West Virginia,WV
25827,West Virginia,WV
25832,West Virginia,WV
25871,West Virginia,WV
25873,West Virginia,WV
25880,West Virginia,WV
25909,West Virginia,WV
25911,West Virginia,WV
25918,West Virginia,WV
25921,West Virginia,WV
26035,West Virginia,WV
26037,West Virginia,WV
26047,West Virginia,WV
26062,West Virginia,WV
26070,West Virginia,WV
26101,West Virginia,WV
26104,West Virginia,WV
26105,West Virginia,WV
26150,West Virginia,WV
26181,West Virginia,WV
26501,West Virginia,WV
26505,West Virginia,WV
26508,West Virginia,WV
26534,West Virginia,WV
26541,West Virginia,WV
26542,West Virginia,WV
26719,West Virginia,WV
26753,West Virginia,WV
26767,West Virginia,WV
27006,North Carolina,NC
27009,North Carolina,NC
27012,North Carolina,NC
27019,North Carolina,NC
27023,North Carolina,NC
27040,North Carolina,NC
27045,North Carolina,NC
27050,North Carolina,NC
27051,North Carolina,NC
27052,North Carolina,NC
27101,North Carolina,NC
27103,North Carolina,NC
27104,North Carolina,NC
27105,North Carolina,NC
27106,North Carolina,NC
27107,North Carolina,NC
27127,North Carolina,NC
27201,North Carolina,NC
27214,North Carolina,NC
27215,North Carolina,NC
27217,North Carolina,NC
27233,North Carolina,NC
27235,North Carolina,NC
27244,North Carolina,NC
27249,North Carolina,NC
27253,North Carolina,NC
27258,North Carolina,NC
27260,North Carolina,NC
27262,North Carolina,NC
27263,North Carolina,NC
27265,North Carolina,NC
27278,North Carolina,NC
27282,North Carolina,NC
27284,North Carolina,NC
27292,North Carolina,NC
27295,North Carolina,NC
27299,North Carolina,NC
27301,North Carolina,NC
27302,North Carolina,NC
27305,North Carolina,NC
27310,North Carolina,NC
27311,North Carolina,NC
27313,North Carolina,NC
27315,North Carolina,NC
27317,North Carolina,NC
27357,North Carolina,NC
27358,North Carolina,NC
27360,North Carolina,NC
27370,North Carolina,NC
27376,North Carolina,NC
27377,North Carolina,NC
27401,North Carolina,NC
27403,North Carolina,NC
27405,North Carolina,NC
27406,North Carolina,NC
27407,North Carolina,NC
27408,North Carolina,NC
27409,North Carolina,NC
27410,North Carolina,NC
27455,North Carolina,NC
27502,North Carolina,NC
27504,North Carolina,NC
27510,North Carolina,NC
27511,North Carolina,NC
27513,North Carolina,NC
27514,North Carolina,NC
27516,North Carolina,NC
27517,North Carolina,NC
27518,North Carolina,NC
27519,North Carolina,NC
27520,North Carolina,NC
27521,North Carolina,NC
27523,North Carolina,NC
27526,North Carolina,NC
27527,North Carolina,NC
27529,North Carolina,NC
27530,North Carolina,NC
27534,North Carolina,NC
27539,North Carolina,NC
27540,North Carolina,NC
27545,North Carolina,NC
27560,North Carolina,NC
27562,North Carolina,NC
27587,North Carolina,NC
27591,North Carolina,NC
27592,North Carolina,NC
27596,North Carolina,NC
27601,North Carolina,NC
27603,North Carolina,NC
27604,North Carolina,NC
27605,North Carolina,NC
27606,North Carolina,NC
27607,North Carolina,NC
27608,North Carolina,NC
27609,North Carolina,NC
27610,North Carolina,NC
27612,North Carolina,NC
27613,North Carolina,NC
27614,North Carolina,NC
27615,North Carolina,NC
27616,North Carolina,NC
27617,North Carolina,NC
27701,North Carolina,NC
27703,North Carolina,NC
27704,North Carolina,NC
27705,North Carolina,NC
27707,North Carolina,NC
27712,North Carolina,NC
27713,North Carolina,NC
27801,North Carolina,NC
27803,North Carolina,NC
27804,North Carolina,NC
27809,North Carolina,NC
27812,North Carolina,NC
27822,North Carolina,NC
27828,North Carolina,NC
27834,North Carolina,NC
27837,North Carolina,NC
27851,North Carolina,NC
27856,North Carolina,NC
27858,North Carolina,NC
27863,North Carolina,NC
27878,North Carolina,NC
27884,North Carolina,NC
27893,North Carolina,NC
27896,North Carolina,NC
28012,North Carolina,NC
28016,North Carolina,NC
28023,North Carolina,NC
28025,North Carolina,NC
28027,North Carolina,NC
28031,North Carolina,NC
28032,North Carolina,NC
28033,North Carolina,NC
28034,North Carolina,NC
28036,North Carolina,NC
28037,North Carolina,NC
28052,North Carolina,NC
28054,North Carolina,NC
28056,North Carolina,NC
28072,North Carolina,NC
28073,North Carolina,NC
28075,North Carolina,NC
28078,North Carolina,NC
28079,North Carolina,NC
28080,North Carolina,NC
28086,North Carolina,NC
28092,North Carolina,NC
28098,North Carolina,NC
28101,North Carolina,NC
28104,North Carolina,NC
28105,North Carolina,NC
28107,North Carolina,NC
28110,North Carolina,NC
28112,North Carolina,NC
28115,North Carolina,NC
28117,North Carolina,NC
28120,North Carolina,NC
28125,North Carolina,NC
28134,North Carolina,NC
28138,North Carolina,NC
28144,North Carolina,NC
28146,North Carolina,NC
28147,North Carolina,NC
28150,North Carolina,NC
28152,North Carolina,NC
28159,North Carolina,NC
28164,North Carolina,NC
28166,North Carolina,NC
28168,North Carolina,NC
28173,North Carolina,NC
28202,North Carolina,NC
28203,North Carolina,NC
28204,North Carolina,NC
28205,North Carolina,NC
28206,North Carolina,NC
28207,North Carolina,NC
28208,North Carolina,NC
28209,North Carolina,NC
28210,North Carolina,NC
28211,North Carolina,NC
28212,North Carolina,NC
28213,North Carolina,NC
28214,North Carolina,NC
28215,North Carolina,NC
28216,North Carolina,NC
28217,North Carolina,NC
28226,North Carolina,NC
28227,North Carolina,NC
28262,North Carolina,NC
28269,North Carolina,NC
28270,North Carolina,NC
28273,North Carolina,NC
28277,North Carolina,NC
28278,North Carolina,NC
28301,North Carolina,NC
28303,North Carolina,NC
28304,North Carolina,NC
28305,North Carolina,NC
28306,North Carolina,NC
28307,North Carolina,NC
28311,North Carolina,NC
28312,North Carolina,NC
28314,North Carolina,NC
28315,North Carolina,NC
28326,North Carolina,NC
28327,North Carolina,NC
28333,North Carolina,NC
28334,North Carolina,NC
28339,North Carolina,NC
28348,North Carolina,NC
28358,North Carolina,NC
28360,North Carolina,NC
28371,North Carolina,NC
28372,North Carolina,NC
28373,North Carolina,NC
28374,North Carolina,NC
28376,North Carolina,NC
28387,North Carolina,NC
28390,North Carolina,NC
28391,North Carolina,NC
28394,North Carolina,NC
28395,North Carolina,NC
28401,North Carolina,NC
28403,North Carolina,NC
28405,North Carolina,NC
28409,North Carolina,NC
28411,North Carolina,NC
28412,North Carolina,NC
28420,North Carolina,NC
28422,North Carolina,NC
28428,North Carolina,NC
28429,North Carolina,NC
28449,North Carolina,NC
28451,North Carolina,NC
28460,North Carolina,NC
28461,North Carolina,NC
28462,North Carolina,NC
28465,North Carolina,NC
28467,North Carolina,NC
28468,North Carolina,NC
28469,North Carolina,NC
28470,North Carolina,NC
28479,North Carolina,NC
28480,North Carolina,NC
28513,North Carolina,NC
28539,North Carolina,NC
28540,North Carolina,NC
28543,North Carolina,NC
28544,North Carolina,NC
28546,North Carolina,NC
28547,North Carolina,NC
28555,North Carolina,NC
28590,North Carolina,NC
28601,North Carolina,NC
28602,North Carolina,NC
28610,North Carolina,NC
28612,North Carolina,NC
28613,North Carolina,NC
28619,North Carolina,NC
28625,North Carolina,NC
28630,North Carolina,NC
28637,North Carolina,NC
28638,North Carolina,NC
28645,North Carolina,NC
28650,North Carolina,NC
28655,North Carolina,NC
28658,North Carolina,NC
28677,North Carolina,NC
28681,North Carolina,NC
28690,North Carolina,NC
28701,North Carolina,NC
28715,North Carolina,NC
28730,North Carolina,NC
28748,North Carolina,NC
28778,North Carolina,NC
28787,North Carolina,NC
28801,North Carolina,NC
28803,North Carolina,NC
28804,North Carolina,NC
28805,North Carolina,NC
28806,North Carolina,NC
29016,South Carolina,SC
29020,South Carolina,SC
29033,South Carolina,SC
29036,South Carolina,SC
29039,South Carolina,SC
29040,South Carolina,SC
29044,South Carolina,SC
29045,South Carolina,SC
29053,South Carolina,SC
29061,South Carolina,SC
29063,South Carolina,SC
29072,South Carolina,SC
29073,South Carolina,SC
29078,South Carolina,SC
29115,South Carolina,SC
29118,South Carolina,SC
29123,South Carolina,SC
29150,South Carolina,SC
29152,South Carolina,SC
29153,South Carolina,SC
29154,South Carolina,SC
29160,South Carolina,SC
29161,South Carolina,SC
29169,South Carolina,SC
29170,South Carolina,SC
29172,South Carolina,SC
29201,South Carolina,SC
29203,South Carolina,SC
29204,South Carolina,SC
29205,South Carolina,SC
29206,South Carolina,SC
29209,South Carolina,SC
29210,South Carolina,SC
29212,South Carolina,SC
29223,South Carolina,SC
29229,South Carolina,SC
29301,South Carolina,SC
29302,South Carolina,SC
29303,South Carolina,SC
29306,South Carolina,SC
29307,South Carolina,SC
29316,South Carolina,SC
29323,South Carolina,SC
29329,South Carolina,SC
29330,South Carolina,SC
29334,South Carolina,SC
29346,South Carolina,SC
29349,South Carolina,SC
29365,South Carolina,SC
29369,South Carolina,SC
29376,South Carolina,SC
29377,South Carolina,SC
29385,South Carolina,SC
29388,South Carolina,SC
29401,South Carolina,SC
29403,South Carolina,SC
29404,South Carolina,SC
29405,South Carolina,SC
29406,South Carolina,SC
29407,South Carolina,SC
29410,South Carolina,SC
29412,South Carolina,SC
29414,South Carolina,SC
29418,South Carolina,SC
29420,South Carolina,SC
29429,South Carolina,SC
29439,South Carolina,SC
29440,South Carolina,SC
29445,South Carolina,SC
29451,South Carolina,SC
29455,South Carolina,SC
29456,South Carolina,SC
29464,South Carolina,SC
29466,South Carolina,SC
29472,South Carolina,SC
29482,South Carolina,SC
29483,South Carolina,SC
29485,South Carolina,SC
29486,South Carolina,SC
29492,South Carolina,SC
29501,South Carolina,SC
29505,South Carolina,SC
29506,South Carolina,SC
29526,South Carolina,SC
29527,South Carolina,SC
29532,South Carolina,SC
29540,South Carolina,SC
29541,South Carolina,SC
29566,South Carolina,SC
29568,South Carolina,SC
29572,South Carolina,SC
29575,South Carolina,SC
29576,South Carolina,SC
29577,South Carolina,SC
29579,South Carolina,SC
29582,South Carolina,SC
29585,South Carolina,SC
29588,South Carolina,SC
29601,South Carolina,SC
29605,South Carolina,SC
29607,South Carolina,SC
29609,South Carolina,SC
29611,South Carolina,SC
29615,South Carolina,SC
29617,South Carolina,SC
29621,South Carolina,SC
29624,South Carolina,SC
29625,South Carolina,SC
29626,South Carolina,SC
29627,South Carolina,SC
29630,South Carolina,SC
29631,South Carolina,SC
29640,South Carolina,SC
29642,South Carolina,SC
29644,South Carolina,SC
29650,South Carolina,SC
29651,South Carolina,SC
29657,South Carolina,SC
29662,South Carolina,SC
29665,South Carolina,SC
29670,South Carolina,SC
29671,South Carolina,SC
29672,South Carolina,SC
29673,South Carolina,SC
29678,South Carolina,SC
29680,South Carolina,SC
29681,South Carolina,SC
29684,South Carolina,SC
29687,South Carolina,SC
29690,South Carolina,SC
29691,South Carolina,SC
29693,South Carolina,SC
29696,South Carolina,SC
29697,South Carolina,SC
29707,South Carolina,SC
29708,South Carolina,SC
29710,South Carolina,SC
29715,South Carolina,SC
29720,South Carolina,SC
29730,South Carolina,SC
29732,South Carolina,SC
29745,South Carolina,SC
29801,South Carolina,SC
29803,South Carolina,SC
29805,South Carolina,SC
29809,South Carolina,SC
29816,South Carolina,SC
29821,South Carolina,SC
29828,South Carolina,SC
29829,South Carolina,SC
29831,South Carolina,SC
29834,South Carolina,SC
29841,South Carolina,SC
29842,South Carolina,SC
29851,South Carolina,SC
29860,South Carolina,SC
29902,South Carolina,SC
29906,South Carolina,SC
29907,South Carolina,SC
29909,South Carolina,SC
29910,South Carolina,SC
29915,South Carolina,SC
29920,South Carolina,SC
29926,South Carolina,SC
29927,South Carolina,SC
29928,South Carolina,SC
29935,South Carolina,SC
30002,Georgia,GA
30004,Georgia,GA
30005,Georgia,GA
30008,Georgia,GA
30009,Georgia,GA
30011,Georgia,GA
30012,Georgia,GA
30013,Georgia,GA
30014,Georgia,GA
30016,Georgia,GA
30017,Georgia,GA
30019,Georgia,GA
30021,Georgia,GA
30022,Georgia,GA
30024,Georgia,GA
30028,Georgia,GA
30030,Georgia,GA
30032,Georgia,GA
30033,Georgia,GA
30034,Georgia,GA
30035,Georgia,GA
30038,Georgia,GA
30039,Georgia,GA
30040,Georgia,GA
30041,Georgia,GA
30043,Georgia,GA
30044,Georgia,GA
30045,Georgia,GA
30046,Georgia,GA
30047,Georgia,GA
30052,Georgia,GA
30058,Georgia,GA
30060,Georgia,GA
30062,Georgia,GA
30064,Georgia,GA
30066,Georgia,GA
30067,Georgia,GA
30068,Georgia,GA
30071,Georgia,GA
30072,Georgia,GA
30075,Georgia,GA
30076,Georgia,GA
30078,Georgia,GA
30079,Georgia,GA
30080,Georgia,GA
30082,Georgia,GA
30083,Georgia,GA
30084,Georgia,GA
30087,Georgia,GA
30088,Georgia,GA
30092,Georgia,GA
30093,Georgia,GA
30094,Georgia,GA
30096,Georgia,GA
30097,Georgia,GA
30101,Georgia,GA
30102,Georgia,GA
30103,Georgia,GA
30106,Georgia,GA
30107,Georgia,GA
30114,Georgia,GA
30115,Georgia,GA
30116,Georgia,GA
30117,Georgia,GA
30120,Georgia,GA
30121,Georgia,GA
30122,Georgia,GA
30126,Georgia,GA
30127,Georgia,GA
30132,Georgia,GA
30134,Georgia,GA
30135,Georgia,GA
30137,Georgia,GA
30141,Georgia,GA
30144,Georgia,GA
30147,Georgia,GA
30152,Georgia,GA
30157,Georgia,GA
30161,Georgia,GA
30165,Georgia,GA
30168,Georgia,GA
30173,Georgia,GA
30180,Georgia,GA
30187,Georgia,GA
30188,Georgia,GA
30189,Georgia,GA
30205,Georgia,GA
30213,Georgia,GA
30214,Georgia,GA
30215,Georgia,GA
30223,Georgia,GA
30228,Georgia,GA
30234,Georgia,GA
30236,Georgia,GA
30238,Georgia,GA
30248,Georgia,GA
30252,Georgia,GA
30253,Georgia,GA
30260,Georgia,GA
30268,Georgia,GA
30269,Georgia,GA
30273,Georgia,GA
30274,Georgia,GA
30276,Georgia,GA
30277,Georgia,GA
30281,Georgia,GA
30288,Georgia,GA
30290,Georgia,GA
30291,Georgia,GA
30294,Georgia,GA
30296,Georgia,GA
30297,Georgia,GA
30305,Georgia,GA
30306,Georgia,GA
30307,Georgia,GA
30308,Georgia,GA
30309,Georgia,GA
30310,Georgia,GA
30311,Georgia,GA
30312,Georgia,GA
30313,Georgia,GA
30314,Georgia,GA
30315,Georgia,GA
30316,Georgia,GA
30317,Georgia,GA
30318,Georgia,GA
30319,Georgia,GA
30324,Georgia,GA
30326,Georgia,GA
30327,Georgia,GA
30328,Georgia,GA
30329,Georgia,GA
30331,Georgia,GA
30336,Georgia,GA
30337,Georgia,GA
30338,Georgia,GA
30339,Georgia,GA
30340,Georgia,GA
30341,Georgia,GA
30342,Georgia,GA
30344,Georgia,GA
30345,Georgia,GA
30346,Georgia,GA
30349,Georgia,GA
30350,Georgia,GA
30354,Georgia,GA
30360,Georgia,GA
30363,Georgia,GA
30458,Georgia,GA
30461,Georgia,GA
30501,Georgia,GA
30504,Georgia,GA
30506,Georgia,GA
30507,Georgia,GA
30517,Georgia,GA
30518,Georgia,GA
30519,Georgia,GA
30542,Georgia,GA
30548,Georgia,GA
30564,Georgia,GA
30565,Georgia,GA
30566,Georgia,GA
30601,Georgia,GA
30605,Georgia,GA
30606,Georgia,GA
30607,Georgia,GA
30619,Georgia,GA
30620,Georgia,GA
30621,Georgia,GA
30622,Georgia,GA
30646,Georgia,GA
30655,Georgia,GA
30677,Georgia,GA
30680,Georgia,GA
30683,Georgia,GA
30701,Georgia,GA
30705,Georgia,GA
30707,Georgia,GA
30720,Georgia,GA
30721,Georgia,GA
30725,Georgia,GA
30735,Georgia,GA
30736,Georgia,GA
30738,Georgia,GA
30740,Georgia,GA
30741,Georgia,GA
30742,Georgia,GA
30750,Georgia,GA
30755,Georgia,GA
30757,Georgia,GA
30802,Georgia,GA
30805,Georgia,GA
30809,Georgia,GA
30813,Georgia,GA
30815,Georgia,GA
30901,Georgia,GA
30904,Georgia,GA
30905,Georgia,GA
30906,Georgia,GA
30907,Georgia,GA
30909,Georgia,GA
31005,Georgia,GA
31008,Georgia,GA
31020,Georgia,GA
31028,Georgia,GA
31030,Georgia,GA
31032,Georgia,GA
31047,Georgia,GA
31052,Georgia,GA
31088,Georgia,GA
31093,Georgia,GA
31098,Georgia,GA
31201,Georgia,GA
31204,Georgia,GA
31206,Georgia,GA
31210,Georgia,GA
31211,Georgia,GA
31216,Georgia,GA
31217,Georgia,GA
31220,Georgia,GA
31301,Georgia,GA
31302,Georgia,GA
31313,Georgia,GA
31315,Georgia,GA
31322,Georgia,GA
31324,Georgia,GA
31401,Georgia,GA
31404,Georgia,GA
31405,Georgia,GA
31406,Georgia,GA
31407,Georgia,GA
31408,Georgia,GA
31410,Georgia,GA
31411,Georgia,GA
31415,Georgia,GA
31419,Georgia,GA
31520,Georgia,GA
31523,Georgia,GA
31525,Georgia,GA
31601,Georgia,GA
31602,Georgia,GA
31605,Georgia,GA
31606,Georgia,GA
31632,Georgia,GA
31636,Georgia,GA
31701,Georgia,GA
31705,Georgia,GA
31707,Georgia,GA
31721,Georgia,GA
31763,Georgia,GA
31791,Georgia,GA
31808,Georgia,GA
31820,Georgia,GA
31901,Georgia,GA
31903,Georgia,GA
31904,Georgia,GA
31905,Georgia,GA
31906,Georgia,GA
31907,Georgia,GA
31909,Georgia,GA
32003,Florida,FL
32009,Florida,FL
32011,Florida,FL
32043,Florida,FL
32065,Florida,FL
32068,Florida,FL
32073,Florida,FL
32080,Florida,FL
32081,Florida,FL
32082,Florida,FL
32084,Florida,FL
32086,Florida,FL
32092,Florida,FL
32095,Florida,FL
32110,Florida,FL
32114,Florida,FL
32117,Florida,FL
32118,Florida,FL
32119,Florida,FL
32124,Florida,FL
32127,Florida,FL
32128,Florida,FL
32129,Florida,FL
32132,Florida,FL
32136,Florida,FL
32137,Florida,FL
32141,Florida,FL
32159,Florida,FL
32162,Florida,FL
32163,Florida,FL
32164,Florida,FL
32168,Florida,FL
32169,Florida,FL
32174,Florida,FL
32176,Florida,FL
32179,Florida,FL
32195,Florida,FL
32202,Florida,FL
32204,Florida,FL
32205,Florida,FL
32206,Florida,FL
32207,Florida,FL
32208,Florida,FL
32209,Florida,FL
32210,Florida,FL
32211,Florida,FL
32212,Florida,FL
32216,Florida,FL
32217,Florida,FL
32218,Florida,FL
32219,Florida,FL
