panels_1_years_-2000_incentive,panels_2_years_-2000_incentive,panels_3_years_-2000_incentive,panels_4_years_-2000_incentive,panels_5_years_-2000_incentive,zip
0,0,0,0,0,11423
0,0,0,0,0,11426
0,0,0,0,0,11427
0,0,0,0,0,11428
0,0,0,0,8,11429
0,0,0,0,0,11432
0,0,0,0,0,11433
0,0,0,0,0,11434
0,0,0,0,0,11435
0,0,0,0,0,11436
0,0,0,0,0,11501
0,0,0,0,0,11507
0,0,0,0,0,11509
0,0,29,76,2095,1151
0,0,0,0,0,11510
0,0,0,0,0,11514
0,0,0,0,0,11516
0,0,0,0,0,11518
0,0,0,0,0,11520
0,0,0,0,0,11530
0,0,0,0,0,11542
0,0,0,0,0,11545
0,0,0,0,0,11548
0,0,0,0,0,11550
0,0,0,0,0,11552
0,0,0,0,0,11553
0,0,0,0,0,11554
0,0,0,0,0,11557
0,0,0,0,0,11558
0,0,0,0,0,11559
0,0,0,0,0,11560
0,0,0,0,0,11561
0,0,0,0,0,11563
0,0,0,0,0,11565
0,0,0,0,0,11566
0,0,0,0,0,11568
0,0,0,0,0,11569
0,0,0,0,0,11570
0,0,0,0,0,11572
0,0,0,0,2,11575
0,0,0,0,0,11576
0,0,0,0,0,11577
0,0,0,0,0,11579
0,0,0,0,0,11580
0,0,0,0,0,11581
0,0,0,0,0,11590
0,0,0,0,0,11596
0,0,0,0,0,11598
0,0,0,0,0,11691
0,0,0,0,0,11692
0,0,0,0,0,11693
0,0,0,0,0,11694
0,0,0,0,0,11701
0,0,0,0,0,11702
0,0,0,0,0,11703
0,0,0,0,0,11704
0,0,0,0,0,11705
0,0,0,0,0,11706
0,0,0,0,0,11710
0,0,0,0,0,11713
0,0,0,0,0,11714
0,0,0,0,0,11715
0,0,0,0,0,11716
0,0,0,0,0,11717
0,0,0,0,0,11718
0,0,0,0,0,11719
0,0,0,0,0,11720
0,0,0,0,0,11721
0,0,0,0,0,11722
0,0,0,0,0,11724
0,0,0,0,0,11725
0,0,0,0,12,11726
0,0,0,0,0,11727
0,0,0,0,0,11729
0,0,0,0,0,11730
0,0,0,0,0,11731
0,0,0,0,0,11732
0,0,0,0,0,11733
0,0,0,0,0,11735
0,0,0,0,0,11738
0,0,0,0,0,11739
0,0,0,0,0,11740
0,0,0,0,0,11741
0,0,0,0,0,11742
0,0,0,0,0,11743
0,0,0,0,0,11746
0,0,0,0,0,11747
0,0,0,0,0,11749
0,0,0,0,0,11751
0,0,0,0,0,11752
0,0,0,0,0,11753
0,0,0,0,0,11754
0,0,0,0,0,11755
0,0,0,0,0,11756
0,0,0,0,0,11757
0,0,0,0,0,11758
0,0,0,0,0,11762
