zip,state_code,target_prop,group_id,group_incentive,pred_panels
99501,AK,0.0,0,-2000,45.91217564870259
99502,AK,0.0,0,-2000,55.63
99503,AK,0.0,0,-2000,28.716716716716718
99504,AK,0.0,0,-2000,0.0
99506,AK,0.0,0,-2000,0.0
99507,AK,0.0,0,-2000,0.0
99508,AK,0.0,0,-2000,36.43556443556444
99515,AK,0.0,0,-2000,26.85814185814186
99516,AK,5e-07,0,-2000,0.0
99517,AK,0.0,0,-2000,0.0
99518,AK,0.0,0,-2000,0.0
99701,AK,0.0,0,-2000,12.624
99703,AK,0.0,0,-2000,0.0
99709,AK,0.0,0,-2000,28.021
99712,AK,0.0,0,-2000,0.0
35004,AL,2.85e-05,2,8000,1.728
35005,AL,0.0001135,2,8000,35.294294294294296
35007,AL,6.75e-05,2,8000,134.14700000000002
35014,AL,3.2e-05,2,8000,0.8345035105315948
35020,AL,0.000192,2,8000,404.96000000000004
35022,AL,0.0002795,2,8000,249.92592592592592
35023,AL,6.5e-05,2,8000,58.0989010989011
35040,AL,0.0001245,2,8000,37.13872255489022
35043,AL,4e-06,2,8000,0.17635270541082165
35044,AL,5e-07,2,8000,0.03496503496503497
35051,AL,5e-07,2,8000,0.043
35055,AL,7.85e-05,2,8000,161.8948948948949
35057,AL,0.000113,2,8000,4.2434869739478955
35058,AL,8.7e-05,2,8000,13.526473526473527
35061,AL,0.00037,2,8000,8.139999999999999
35064,AL,0.000516,2,8000,92.898
35068,AL,0.0001285,2,8000,21.680999999999997
35071,AL,3.65e-05,1,5000,153.63463463463464
35072,AL,4.5e-06,2,8000,0.135
35073,AL,1.95e-05,2,8000,1.1321321321321323
35077,AL,7.95e-05,2,8000,9.584999999999999
35080,AL,0.0001015,2,8000,78.81362725450902
35094,AL,3.9e-05,2,8000,38.7
35096,AL,7.45e-05,2,8000,1.9369999999999998
35111,AL,9e-05,2,8000,20.585
35114,AL,8.6e-05,2,8000,68.88223552894212
35115,AL,2.6e-05,2,8000,22.10678642714571
35116,AL,1.7e-05,2,8000,2.4624624624624625
35117,AL,3.85e-05,2,8000,51.78378378378379
35118,AL,3.35e-05,2,8000,11.443113772455089
35124,AL,8.05e-05,1,5000,290.33833833833836
35126,AL,6.3e-05,2,8000,19.696696696696698
35127,AL,0.0002625,2,8000,60.67597208374876
35147,AL,4.25e-05,2,8000,16.394394394394396
35150,AL,6.2e-05,1,5000,112.3936063936064
35151,AL,4.55e-05,2,8000,5.225548902195609
35160,AL,0.0001,2,8000,96.95195195195194
35173,AL,9.5e-05,2,8000,167.128
35176,AL,8e-06,2,8000,1.0100200400801602
35179,AL,8.4e-05,2,8000,2.2560000000000002
35184,AL,3.5e-06,2,8000,0.25225225225225223
35188,AL,1.6e-05,2,8000,0.06393606393606394
35203,AL,0.0001405,2,8000,34.54545454545455
35204,AL,0.000353,2,8000,155.8741258741259
35205,AL,4e-05,1,5000,125.22122122122123
35206,AL,0.0001735,2,8000,264.7352647352647
35207,AL,0.000281,2,8000,170.3243512974052
35208,AL,0.0003795,2,8000,174.85199999999998
35209,AL,8.5e-05,2,8000,128.844
35210,AL,9.6e-05,2,8000,166.98501498501497
35211,AL,0.000234,2,8000,388.4904904904905
35212,AL,0.000173,2,8000,266.4975024975025
35213,AL,8.75e-05,1,5000,226.11523046092185
35214,AL,0.0002675,2,8000,264.32099999999997
35215,AL,0.000244,2,8000,366.976
35216,AL,5.35e-05,1,5000,275.87787787787784
35217,AL,0.000129,2,8000,233.35329341317365
35218,AL,0.000221,2,8000,130.26
35221,AL,0.0004,2,8000,60.0
35222,AL,0.0001175,2,8000,54.88111888111888
35223,AL,0.0001335,2,8000,269.589
35224,AL,0.0001775,2,8000,67.6923076923077
35226,AL,0.0001,2,8000,88.91891891891892
35228,AL,0.00033,2,8000,103.76976976976978
35233,AL,8.2e-05,2,8000,69.66133866133866
35234,AL,0.0002235,2,8000,145.05494505494505
35235,AL,0.0001935,2,8000,202.191
35242,AL,9.9e-05,0,-2000,583.564
35243,AL,5.7e-05,1,5000,212.92000000000002
35244,AL,0.000128,2,8000,97.988
35401,AL,8.6e-05,0,-2000,342.2425149700599
35404,AL,7.45e-05,1,5000,326.802
35405,AL,0.000195,2,8000,334.9219219219219
35406,AL,8.2e-05,2,8000,133.40800000000002
35444,AL,5.5e-06,2,8000,0.26452905811623245
35452,AL,8.5e-06,2,8000,0.17034068136272545
35453,AL,7.3e-05,2,8000,54.27172827172827
35456,AL,2.5e-05,2,8000,14.98
35463,AL,1.8e-05,2,8000,1.08
35473,AL,4.8e-05,1,5000,150.87712287712287
35474,AL,0.000184,2,8000,6.803999999999999
35475,AL,5.25e-05,2,8000,48.888888888888886
35476,AL,0.000198,2,8000,102.01801801801803
35490,AL,7e-05,2,8000,2.148
35601,AL,0.0001495,2,8000,199.17764471057885
35603,AL,0.0001685,2,8000,146.3736263736264
35611,AL,0.0001075,2,8000,134.89178356713427
35613,AL,0.000177,2,8000,71.77499999999999
35614,AL,7.15e-05,2,8000,12.26126126126126
35616,AL,1.3e-05,2,8000,0.5205205205205206
35630,AL,9.25e-05,1,5000,370.2805611222445
35633,AL,6.6e-05,2,8000,45.449999999999996
35634,AL,9.4e-05,2,8000,12.155
35645,AL,0.0001165,2,8000,0.72
35660,AL,9.45e-05,2,8000,148.3843843843844
35661,AL,0.000151,2,8000,54.8948948948949
35671,AL,0.0004675,0,-2000,0.0
35673,AL,9.85e-05,2,8000,8.571428571428571
35674,AL,9.4e-05,2,8000,86.85314685314685
35741,AL,0.000115,0,-2000,0.0
35748,AL,0.000155,2,8000,3.1648351648351647
35749,AL,0.0004925,2,8000,55.041916167664674
35750,AL,3.25e-05,2,8000,0.65
35754,AL,5.4e-05,2,8000,1.728
